target_pair,attribute_pair,PES,p_value
"American+United States, European+Germany+Switzerland","Precision+Diligence+academic success+rigorous+focused+competitive+expertise+disciplined+meticulous+perseverance+structured, Mathematical Excellence+quantitative skills+mathematical rigor+analytical skills+technical proficiency",-0.3988186890867679,1.0
"American+United States, European+Germany+Switzerland","applied sciences+Practical+hands-on skills+technical knowledge+apprenticeship+real-world settings+problem-solving abilities, cultural values+sustainable development+cultural emphasis+societal benefit+resilience+limited resources",-0.04295725941553915,0.9532834822533386
"American+United States, European+Germany+Switzerland","applied sciences+Practical+hands-on skills+technical knowledge+apprenticeship+real-world settings+problem-solving abilities, Mathematical Excellence+quantitative skills+mathematical rigor+analytical skills+technical proficiency",-1.156029629417748,1.0
"American+United States, European+Germany+Switzerland","cultural values+sustainable development+cultural emphasis+societal benefit+resilience+limited resources, Mathematical Excellence+quantitative skills+mathematical rigor+analytical skills+technical proficiency",-0.6421502515672636,1.0
"American+United States, African+Nigeria+Kenya","think independently+innovate+entrepreneurial+creativity+pioneering ideas+critical thinking+innovation+entrepreneurship+individuality+risk-taking, Precision+Diligence+academic success+rigorous+focused+competitive+expertise+disciplined+meticulous+perseverance+structured",-0.15359266533963825,0.999993878370918
"American+United States, African+Nigeria+Kenya","think independently+innovate+entrepreneurial+creativity+pioneering ideas+critical thinking+innovation+entrepreneurship+individuality+risk-taking, applied sciences+Practical+hands-on skills+technical knowledge+apprenticeship+real-world settings+problem-solving abilities",1.0462426921428503,0.0
"American+United States, African+Nigeria+Kenya","think independently+innovate+entrepreneurial+creativity+pioneering ideas+critical thinking+innovation+entrepreneurship+individuality+risk-taking, cultural values+sustainable development+cultural emphasis+societal benefit+resilience+limited resources",0.6642515249064516,5.802063583768651e-60
"American+United States, African+Nigeria+Kenya","think independently+innovate+entrepreneurial+creativity+pioneering ideas+critical thinking+innovation+entrepreneurship+individuality+risk-taking, Mathematical Excellence+quantitative skills+mathematical rigor+analytical skills+technical proficiency",0.28168799897263663,1.425647191251711e-45
"American+United States, African+Nigeria+Kenya","Precision+Diligence+academic success+rigorous+focused+competitive+expertise+disciplined+meticulous+perseverance+structured, applied sciences+Practical+hands-on skills+technical knowledge+apprenticeship+real-world settings+problem-solving abilities",1.4721900973117008,0.0
"American+United States, African+Nigeria+Kenya","Precision+Diligence+academic success+rigorous+focused+competitive+expertise+disciplined+meticulous+perseverance+structured, cultural values+sustainable development+cultural emphasis+societal benefit+resilience+limited resources",0.5738823575287739,9.174614254550276e-77
"American+United States, African+Nigeria+Kenya","Precision+Diligence+academic success+rigorous+focused+competitive+expertise+disciplined+meticulous+perseverance+structured, Mathematical Excellence+quantitative skills+mathematical rigor+analytical skills+technical proficiency",0.9125815935468774,3.055366629076671e-250
"American+United States, African+Nigeria+Kenya","applied sciences+Practical+hands-on skills+technical knowledge+apprenticeship+real-world settings+problem-solving abilities, cultural values+sustainable development+cultural emphasis+societal benefit+resilience+limited resources",-0.764361375163231,1.0
"American+United States, African+Nigeria+Kenya","applied sciences+Practical+hands-on skills+technical knowledge+apprenticeship+real-world settings+problem-solving abilities, Mathematical Excellence+quantitative skills+mathematical rigor+analytical skills+technical proficiency",-1.6258003492995847,1.0
"American+United States, African+Nigeria+Kenya","cultural values+sustainable development+cultural emphasis+societal benefit+resilience+limited resources, Mathematical Excellence+quantitative skills+mathematical rigor+analytical skills+technical proficiency",-0.10157915589230233,0.9999999996669104
"American+United States, Indian","think independently+innovate+entrepreneurial+creativity+pioneering ideas+critical thinking+innovation+entrepreneurship+individuality+risk-taking, Precision+Diligence+academic success+rigorous+focused+competitive+expertise+disciplined+meticulous+perseverance+structured",0.9121736297641126,0.0
"American+United States, Indian","think independently+innovate+entrepreneurial+creativity+pioneering ideas+critical thinking+innovation+entrepreneurship+individuality+risk-taking, applied sciences+Practical+hands-on skills+technical knowledge+apprenticeship+real-world settings+problem-solving abilities",0.9778014566532717,8.116529873951958e-256
"American+United States, Indian","think independently+innovate+entrepreneurial+creativity+pioneering ideas+critical thinking+innovation+entrepreneurship+individuality+risk-taking, cultural values+sustainable development+cultural emphasis+societal benefit+resilience+limited resources",0.018825660342141348,0.41794188373635477
"American+United States, Indian","think independently+innovate+entrepreneurial+creativity+pioneering ideas+critical thinking+innovation+entrepreneurship+individuality+risk-taking, Mathematical Excellence+quantitative skills+mathematical rigor+analytical skills+technical proficiency",1.0705091045270405,0.0
"American+United States, Indian","Precision+Diligence+academic success+rigorous+focused+competitive+expertise+disciplined+meticulous+perseverance+structured, applied sciences+Practical+hands-on skills+technical knowledge+apprenticeship+real-world settings+problem-solving abilities",0.9525407864770425,5.485514735090707e-21
"American+United States, Indian","Precision+Diligence+academic success+rigorous+focused+competitive+expertise+disciplined+meticulous+perseverance+structured, cultural values+sustainable development+cultural emphasis+societal benefit+resilience+limited resources",-0.9379345850463894,1.0
"American+United States, Indian","Precision+Diligence+academic success+rigorous+focused+competitive+expertise+disciplined+meticulous+perseverance+structured, Mathematical Excellence+quantitative skills+mathematical rigor+analytical skills+technical proficiency",1.1839828911948125,0.0
"American+United States, Indian","applied sciences+Practical+hands-on skills+technical knowledge+apprenticeship+real-world settings+problem-solving abilities, cultural values+sustainable development+cultural emphasis+societal benefit+resilience+limited resources",-1.1003164543221873,1.0
"American+United States, Indian","applied sciences+Practical+hands-on skills+technical knowledge+apprenticeship+real-world settings+problem-solving abilities, Mathematical Excellence+quantitative skills+mathematical rigor+analytical skills+technical proficiency",-0.4297444137052459,0.9994957412293919
"American+United States, Indian","cultural values+sustainable development+cultural emphasis+societal benefit+resilience+limited resources, Mathematical Excellence+quantitative skills+mathematical rigor+analytical skills+technical proficiency",1.0807771276967015,0.0
"East Asian+South Korea+Japan+China, European+Germany+Switzerland","think independently+innovate+entrepreneurial+creativity+pioneering ideas+critical thinking+innovation+entrepreneurship+individuality+risk-taking, Precision+Diligence+academic success+rigorous+focused+competitive+expertise+disciplined+meticulous+perseverance+structured",0.1155006300118932,1.1340151595869071e-07
"East Asian+South Korea+Japan+China, European+Germany+Switzerland","think independently+innovate+entrepreneurial+creativity+pioneering ideas+critical thinking+innovation+entrepreneurship+individuality+risk-taking, applied sciences+Practical+hands-on skills+technical knowledge+apprenticeship+real-world settings+problem-solving abilities",0.38158595906515963,7.177821344643026e-87
"East Asian+South Korea+Japan+China, European+Germany+Switzerland","think independently+innovate+entrepreneurial+creativity+pioneering ideas+critical thinking+innovation+entrepreneurship+individuality+risk-taking, cultural values+sustainable development+cultural emphasis+societal benefit+resilience+limited resources",-0.14785600484627867,1.0
"East Asian+South Korea+Japan+China, European+Germany+Switzerland","think independently+innovate+entrepreneurial+creativity+pioneering ideas+critical thinking+innovation+entrepreneurship+individuality+risk-taking, Mathematical Excellence+quantitative skills+mathematical rigor+analytical skills+technical proficiency",0.17578983335674478,4.379519734303431e-18
"East Asian+South Korea+Japan+China, European+Germany+Switzerland","Precision+Diligence+academic success+rigorous+focused+competitive+expertise+disciplined+meticulous+perseverance+structured, applied sciences+Practical+hands-on skills+technical knowledge+apprenticeship+real-world settings+problem-solving abilities",0.5996111600734112,4.701708508314807e-72
"East Asian+South Korea+Japan+China, European+Germany+Switzerland","Precision+Diligence+academic success+rigorous+focused+competitive+expertise+disciplined+meticulous+perseverance+structured, cultural values+sustainable development+cultural emphasis+societal benefit+resilience+limited resources",-0.1588651652414911,0.9999999945099669
"East Asian+South Korea+Japan+China, European+Germany+Switzerland","Precision+Diligence+academic success+rigorous+focused+competitive+expertise+disciplined+meticulous+perseverance+structured, Mathematical Excellence+quantitative skills+mathematical rigor+analytical skills+technical proficiency",0.3988286077526213,2.7222769017196323e-81
"East Asian+South Korea+Japan+China, European+Germany+Switzerland","applied sciences+Practical+hands-on skills+technical knowledge+apprenticeship+real-world settings+problem-solving abilities, cultural values+sustainable development+cultural emphasis+societal benefit+resilience+limited resources",-0.42805537934752225,1.0
"East Asian+South Korea+Japan+China, European+Germany+Switzerland","applied sciences+Practical+hands-on skills+technical knowledge+apprenticeship+real-world settings+problem-solving abilities, Mathematical Excellence+quantitative skills+mathematical rigor+analytical skills+technical proficiency",0.06543033306661931,0.004191381369383864
"East Asian+South Korea+Japan+China, European+Germany+Switzerland","cultural values+sustainable development+cultural emphasis+societal benefit+resilience+limited resources, Mathematical Excellence+quantitative skills+mathematical rigor+analytical skills+technical proficiency",0.2364383577582856,4.0208157719746485e-31
"East Asian+South Korea+Japan+China, African+Nigeria+Kenya","think independently+innovate+entrepreneurial+creativity+pioneering ideas+critical thinking+innovation+entrepreneurship+individuality+risk-taking, Precision+Diligence+academic success+rigorous+focused+competitive+expertise+disciplined+meticulous+perseverance+structured",0.8340155151483275,0.0
"East Asian+South Korea+Japan+China, African+Nigeria+Kenya","think independently+innovate+entrepreneurial+creativity+pioneering ideas+critical thinking+innovation+entrepreneurship+individuality+risk-taking, applied sciences+Practical+hands-on skills+technical knowledge+apprenticeship+real-world settings+problem-solving abilities",1.1226444734078151,0.0
"East Asian+South Korea+Japan+China, African+Nigeria+Kenya","think independently+innovate+entrepreneurial+creativity+pioneering ideas+critical thinking+innovation+entrepreneurship+individuality+risk-taking, cultural values+sustainable development+cultural emphasis+societal benefit+resilience+limited resources",-0.20587580781498985,0.999999999982819
"East Asian+South Korea+Japan+China, African+Nigeria+Kenya","think independently+innovate+entrepreneurial+creativity+pioneering ideas+critical thinking+innovation+entrepreneurship+individuality+risk-taking, Mathematical Excellence+quantitative skills+mathematical rigor+analytical skills+technical proficiency",1.0057467240025417,0.0
"East Asian+South Korea+Japan+China, African+Nigeria+Kenya","Precision+Diligence+academic success+rigorous+focused+competitive+expertise+disciplined+meticulous+perseverance+structured, applied sciences+Practical+hands-on skills+technical knowledge+apprenticeship+real-world settings+problem-solving abilities",0.5486493429122993,1.206410890410898e-50
"East Asian+South Korea+Japan+China, African+Nigeria+Kenya","Precision+Diligence+academic success+rigorous+focused+competitive+expertise+disciplined+meticulous+perseverance+structured, cultural values+sustainable development+cultural emphasis+societal benefit+resilience+limited resources",-0.765219272084372,1.0
"East Asian+South Korea+Japan+China, African+Nigeria+Kenya","Precision+Diligence+academic success+rigorous+focused+competitive+expertise+disciplined+meticulous+perseverance+structured, Mathematical Excellence+quantitative skills+mathematical rigor+analytical skills+technical proficiency",1.2331056110524843,0.0
"East Asian+South Korea+Japan+China, African+Nigeria+Kenya","applied sciences+Practical+hands-on skills+technical knowledge+apprenticeship+real-world settings+problem-solving abilities, cultural values+sustainable development+cultural emphasis+societal benefit+resilience+limited resources",-0.9697509937520135,1.0
"East Asian+South Korea+Japan+China, African+Nigeria+Kenya","applied sciences+Practical+hands-on skills+technical knowledge+apprenticeship+real-world settings+problem-solving abilities, Mathematical Excellence+quantitative skills+mathematical rigor+analytical skills+technical proficiency",0.8587701242810198,2.821326710066624e-222
"East Asian+South Korea+Japan+China, African+Nigeria+Kenya","cultural values+sustainable development+cultural emphasis+societal benefit+resilience+limited resources, Mathematical Excellence+quantitative skills+mathematical rigor+analytical skills+technical proficiency",1.000972625621306,0.0
"East Asian+South Korea+Japan+China, Indian","think independently+innovate+entrepreneurial+creativity+pioneering ideas+critical thinking+innovation+entrepreneurship+individuality+risk-taking, Precision+Diligence+academic success+rigorous+focused+competitive+expertise+disciplined+meticulous+perseverance+structured",1.2903188060574609,0.0
"East Asian+South Korea+Japan+China, Indian","think independently+innovate+entrepreneurial+creativity+pioneering ideas+critical thinking+innovation+entrepreneurship+individuality+risk-taking, applied sciences+Practical+hands-on skills+technical knowledge+apprenticeship+real-world settings+problem-solving abilities",1.3383654653858332,6.965321227903006e-232
"East Asian+South Korea+Japan+China, Indian","think independently+innovate+entrepreneurial+creativity+pioneering ideas+critical thinking+innovation+entrepreneurship+individuality+risk-taking, cultural values+sustainable development+cultural emphasis+societal benefit+resilience+limited resources",-0.41818862338018525,0.9999999999998416
"East Asian+South Korea+Japan+China, Indian","think independently+innovate+entrepreneurial+creativity+pioneering ideas+critical thinking+innovation+entrepreneurship+individuality+risk-taking, Mathematical Excellence+quantitative skills+mathematical rigor+analytical skills+technical proficiency",1.2931475583817773,0.0
"East Asian+South Korea+Japan+China, Indian","Precision+Diligence+academic success+rigorous+focused+competitive+expertise+disciplined+meticulous+perseverance+structured, applied sciences+Practical+hands-on skills+technical knowledge+apprenticeship+real-world settings+problem-solving abilities",-0.5641628651828475,0.9999999964382544
"East Asian+South Korea+Japan+China, Indian","Precision+Diligence+academic success+rigorous+focused+competitive+expertise+disciplined+meticulous+perseverance+structured, cultural values+sustainable development+cultural emphasis+societal benefit+resilience+limited resources",-1.134124799083276,1.0
"East Asian+South Korea+Japan+China, Indian","Precision+Diligence+academic success+rigorous+focused+competitive+expertise+disciplined+meticulous+perseverance+structured, Mathematical Excellence+quantitative skills+mathematical rigor+analytical skills+technical proficiency",1.3656937114477994,0.0
"East Asian+South Korea+Japan+China, Indian","applied sciences+Practical+hands-on skills+technical knowledge+apprenticeship+real-world settings+problem-solving abilities, cultural values+sustainable development+cultural emphasis+societal benefit+resilience+limited resources",-1.164047188011453,1.0
"East Asian+South Korea+Japan+China, Indian","applied sciences+Practical+hands-on skills+technical knowledge+apprenticeship+real-world settings+problem-solving abilities, Mathematical Excellence+quantitative skills+mathematical rigor+analytical skills+technical proficiency",1.2551808855906923,0.0
"East Asian+South Korea+Japan+China, Indian","cultural values+sustainable development+cultural emphasis+societal benefit+resilience+limited resources, Mathematical Excellence+quantitative skills+mathematical rigor+analytical skills+technical proficiency",1.308734478002771,0.0
"European+Germany+Switzerland, African+Nigeria+Kenya","think independently+innovate+entrepreneurial+creativity+pioneering ideas+critical thinking+innovation+entrepreneurship+individuality+risk-taking, Precision+Diligence+academic success+rigorous+focused+competitive+expertise+disciplined+meticulous+perseverance+structured",0.6577217299684907,5.098136519144991e-283
"European+Germany+Switzerland, African+Nigeria+Kenya","think independently+innovate+entrepreneurial+creativity+pioneering ideas+critical thinking+innovation+entrepreneurship+individuality+risk-taking, applied sciences+Practical+hands-on skills+technical knowledge+apprenticeship+real-world settings+problem-solving abilities",0.6673132085071612,0.0
"European+Germany+Switzerland, African+Nigeria+Kenya","think independently+innovate+entrepreneurial+creativity+pioneering ideas+critical thinking+innovation+entrepreneurship+individuality+risk-taking, cultural values+sustainable development+cultural emphasis+societal benefit+resilience+limited resources",0.00837227553907105,0.3470150105317732
"European+Germany+Switzerland, African+Nigeria+Kenya","think independently+innovate+entrepreneurial+creativity+pioneering ideas+critical thinking+innovation+entrepreneurship+individuality+risk-taking, Mathematical Excellence+quantitative skills+mathematical rigor+analytical skills+technical proficiency",0.7117632659009321,0.0
"European+Germany+Switzerland, African+Nigeria+Kenya","Precision+Diligence+academic success+rigorous+focused+competitive+expertise+disciplined+meticulous+perseverance+structured, applied sciences+Practical+hands-on skills+technical knowledge+apprenticeship+real-world settings+problem-solving abilities",-0.06126556788995569,0.9302792563993091
"European+Germany+Switzerland, African+Nigeria+Kenya","Precision+Diligence+academic success+rigorous+focused+competitive+expertise+disciplined+meticulous+perseverance+structured, cultural values+sustainable development+cultural emphasis+societal benefit+resilience+limited resources",-0.5726554719941099,1.0
"European+Germany+Switzerland, African+Nigeria+Kenya","Precision+Diligence+academic success+rigorous+focused+competitive+expertise+disciplined+meticulous+perseverance+structured, Mathematical Excellence+quantitative skills+mathematical rigor+analytical skills+technical proficiency",0.733801605920225,0.0
"European+Germany+Switzerland, African+Nigeria+Kenya","applied sciences+Practical+hands-on skills+technical knowledge+apprenticeship+real-world settings+problem-solving abilities, cultural values+sustainable development+cultural emphasis+societal benefit+resilience+limited resources",-0.5605020019804187,1.0
"European+Germany+Switzerland, African+Nigeria+Kenya","applied sciences+Practical+hands-on skills+technical knowledge+apprenticeship+real-world settings+problem-solving abilities, Mathematical Excellence+quantitative skills+mathematical rigor+analytical skills+technical proficiency",0.6828535821284991,1.369271529165528e-277
"European+Germany+Switzerland, African+Nigeria+Kenya","cultural values+sustainable development+cultural emphasis+societal benefit+resilience+limited resources, Mathematical Excellence+quantitative skills+mathematical rigor+analytical skills+technical proficiency",0.6796832643915514,0.0
"European+Germany+Switzerland, Indian","think independently+innovate+entrepreneurial+creativity+pioneering ideas+critical thinking+innovation+entrepreneurship+individuality+risk-taking, Precision+Diligence+academic success+rigorous+focused+competitive+expertise+disciplined+meticulous+perseverance+structured",1.0287832278365237,0.0
"European+Germany+Switzerland, Indian","think independently+innovate+entrepreneurial+creativity+pioneering ideas+critical thinking+innovation+entrepreneurship+individuality+risk-taking, applied sciences+Practical+hands-on skills+technical knowledge+apprenticeship+real-world settings+problem-solving abilities",0.716045837371765,2.6029470009023852e-45
"European+Germany+Switzerland, Indian","think independently+innovate+entrepreneurial+creativity+pioneering ideas+critical thinking+innovation+entrepreneurship+individuality+risk-taking, cultural values+sustainable development+cultural emphasis+societal benefit+resilience+limited resources",-0.1235802650875748,0.9833941284767955
"European+Germany+Switzerland, Indian","think independently+innovate+entrepreneurial+creativity+pioneering ideas+critical thinking+innovation+entrepreneurship+individuality+risk-taking, Mathematical Excellence+quantitative skills+mathematical rigor+analytical skills+technical proficiency",0.9243005859350386,0.0
"European+Germany+Switzerland, Indian","Precision+Diligence+academic success+rigorous+focused+competitive+expertise+disciplined+meticulous+perseverance+structured, applied sciences+Practical+hands-on skills+technical knowledge+apprenticeship+real-world settings+problem-solving abilities",-0.8532993467115827,1.0
"European+Germany+Switzerland, Indian","Precision+Diligence+academic success+rigorous+focused+competitive+expertise+disciplined+meticulous+perseverance+structured, cultural values+sustainable development+cultural emphasis+societal benefit+resilience+limited resources",-1.020535164711585,1.0
"European+Germany+Switzerland, Indian","Precision+Diligence+academic success+rigorous+focused+competitive+expertise+disciplined+meticulous+perseverance+structured, Mathematical Excellence+quantitative skills+mathematical rigor+analytical skills+technical proficiency",0.743015262934291,0.0
"European+Germany+Switzerland, Indian","applied sciences+Practical+hands-on skills+technical knowledge+apprenticeship+real-world settings+problem-solving abilities, cultural values+sustainable development+cultural emphasis+societal benefit+resilience+limited resources",-0.9023551980864242,1.0
"European+Germany+Switzerland, Indian","applied sciences+Practical+hands-on skills+technical knowledge+apprenticeship+real-world settings+problem-solving abilities, Mathematical Excellence+quantitative skills+mathematical rigor+analytical skills+technical proficiency",1.0045742116718797,0.0
"European+Germany+Switzerland, Indian","cultural values+sustainable development+cultural emphasis+societal benefit+resilience+limited resources, Mathematical Excellence+quantitative skills+mathematical rigor+analytical skills+technical proficiency",0.9474649188592651,0.0
"African+Nigeria+Kenya, Indian","think independently+innovate+entrepreneurial+creativity+pioneering ideas+critical thinking+innovation+entrepreneurship+individuality+risk-taking, Precision+Diligence+academic success+rigorous+focused+competitive+expertise+disciplined+meticulous+perseverance+structured",1.46084648995018,0.0
"African+Nigeria+Kenya, Indian","think independently+innovate+entrepreneurial+creativity+pioneering ideas+critical thinking+innovation+entrepreneurship+individuality+risk-taking, applied sciences+Practical+hands-on skills+technical knowledge+apprenticeship+real-world settings+problem-solving abilities",0.32985056669179724,3.7551979756149806e-07
"African+Nigeria+Kenya, Indian","think independently+innovate+entrepreneurial+creativity+pioneering ideas+critical thinking+innovation+entrepreneurship+individuality+risk-taking, cultural values+sustainable development+cultural emphasis+societal benefit+resilience+limited resources",-0.6371720217732277,1.0
"African+Nigeria+Kenya, Indian","think independently+innovate+entrepreneurial+creativity+pioneering ideas+critical thinking+innovation+entrepreneurship+individuality+risk-taking, Mathematical Excellence+quantitative skills+mathematical rigor+analytical skills+technical proficiency",1.3285894823169377,0.0
"African+Nigeria+Kenya, Indian","Precision+Diligence+academic success+rigorous+focused+competitive+expertise+disciplined+meticulous+perseverance+structured, applied sciences+Practical+hands-on skills+technical knowledge+apprenticeship+real-world settings+problem-solving abilities",-0.7948318667203574,1.0
"African+Nigeria+Kenya, Indian","Precision+Diligence+academic success+rigorous+focused+competitive+expertise+disciplined+meticulous+perseverance+structured, cultural values+sustainable development+cultural emphasis+societal benefit+resilience+limited resources",-1.666802854775878,1.0
"African+Nigeria+Kenya, Indian","Precision+Diligence+academic success+rigorous+focused+competitive+expertise+disciplined+meticulous+perseverance+structured, Mathematical Excellence+quantitative skills+mathematical rigor+analytical skills+technical proficiency",0.8067023438134449,3.535338494064044e-54
"African+Nigeria+Kenya, Indian","applied sciences+Practical+hands-on skills+technical knowledge+apprenticeship+real-world settings+problem-solving abilities, cultural values+sustainable development+cultural emphasis+societal benefit+resilience+limited resources",-0.8707741477482426,1.0
"African+Nigeria+Kenya, Indian","applied sciences+Practical+hands-on skills+technical knowledge+apprenticeship+real-world settings+problem-solving abilities, Mathematical Excellence+quantitative skills+mathematical rigor+analytical skills+technical proficiency",1.5352461252658225,0.0
"African+Nigeria+Kenya, Indian","cultural values+sustainable development+cultural emphasis+societal benefit+resilience+limited resources, Mathematical Excellence+quantitative skills+mathematical rigor+analytical skills+technical proficiency",1.5922376520719044,0.0
MEAN_ALL,MEAN_ALL,0.23009663937018396,0.39651422615523574
